dam_nm,msmt_tm,rsvr_wal_hg,rain_qy,inflow_qy,tot_dcwtr_qy,rsvwt_qy,dam_rsvwt_rt
주암(본),2024113024,107.1075,0,0,16.514,369.5589,80.9
주암(본),2024113023,107.1107,0,13.971,16.054,369.639,80.9
주암(본),2024113022,107.111,0,2.618,16.535,369.6465,80.9
주암(본),2024113021,107.113,0,2.293,16.876,369.6966,80.9
주암(본),2024113020,107.1151,0,20.348,16.876,369.7491,80.9
주암(본),2024113019,107.1146,0,0.193,16.887,369.7366,80.9
주암(본),2024113018,107.117,0,2.971,16.888,369.7967,80.9
주암(본),2024113017,107.119,0,23.746,16.774,369.8468,80.9
주암(본),2024113016,107.118,0,0,16.253,369.8217,80.9
주암(본),2024113015,107.1224,0,14.856,16.245,369.9319,81
주암(본),2024113014,107.1226,0,6.543,16.265,369.9369,81
주암(본),2024113013,107.124,0,16.257,16.257,369.9719,81
주암(본),2024113012,107.124,0,9.296,16.268,369.9719,81
주암(본),2024113011,107.125,0,16.29,16.29,369.997,81
주암(본),2024113010,107.125,0,9.33,16.274,369.997,81
주암(본),2024113009,107.126,0,7.217,16.273,370.022,81
주암(본),2024113008,107.1273,0,7.222,16.278,370.0546,81
주암(본),2024113007,107.1286,0,0,16.276,370.0872,81
주암(본),2024113006,107.133,0,10.728,16.284,370.1974,81
주암(본),2024113005,107.1338,0,24.473,16.112,370.2174,81
주암(본),2024113004,107.1326,0,2.345,16.289,370.1873,81
주암(본),2024113003,107.1346,1,6.231,15.953,370.2375,81
주암(본),2024113002,107.136,0,14.25,17.028,370.2725,81
주암(본),2024113001,107.1364,0,7.78,16.836,370.2825,81
주암(본),2024112924,107.1377,0,29.329,16.107,370.3151,81
주암(본),2024112923,107.1358,0,2.207,16.124,370.2675,81
주암(본),2024112922,107.1378,0,7.077,16.133,370.3176,81
주암(본),2024112921,107.1391,1,0,16.136,370.3502,81
주암(본),2024112920,107.1439,0,29.353,16.131,370.4705,81.1
주암(본),2024112919,107.142,0,19.816,16.344,370.4229,81.1
주암(본),2024112918,107.1415,0,0,16.97,370.4104,81.1
주암(본),2024112917,107.1486,0,11.394,16.977,370.5883,81.1
주암(본),2024112916,107.1494,0,24.294,16.627,370.6084,81.1
주암(본),2024112915,107.1483,0,0,16.352,370.5808,81.1
주암(본),2024112914,107.1509,0,39.329,16.357,370.646,81.1
주암(본),2024112913,107.1476,0,0,16.373,370.5633,81.1
주암(본),2024112912,107.1511,0,17.082,16.388,370.651,81.1
주암(본),2024112911,107.151,0,3.169,16.391,370.6485,81.1
주암(본),2024112910,107.1529,0,19.191,16.413,370.6961,81.1
주암(본),2024112909,107.1525,1,24.739,16.378,370.6861,81.1
주암(본),2024112908,107.1513,0,0,16.389,370.656,81.1
주암(본),2024112907,107.156,0,2.427,16.344,370.7739,81.1
주암(본),2024112906,107.158,3,56.047,16.353,370.824,81.1
주암(본),2024112905,107.1523,0,0,16.343,370.6811,81.1
주암(본),2024112904,107.1553,0,23.315,16.343,370.7563,81.1
주암(본),2024112903,107.1543,0,23.305,16.361,370.7312,81.1
주암(본),2024112902,107.1533,3,2.507,16.424,370.7062,81.1
주암(본),2024112901,107.1553,0,0,17.151,370.7563,81.1
주암(본),2024112824,107.1609,0,0,16.542,370.8968,81.2
주암(본),2024112823,107.1636,0,56.629,16.212,370.9645,81.2
주암(본),2024112822,107.1578,0,0,16.226,370.819,81.1
주암(본),2024112821,107.1643,0,13.442,16.22,370.9821,81.2
주암(본),2024112820,107.1647,0,6.747,16.497,370.9921,81.2
주암(본),2024112819,107.1661,0,19.174,17.091,371.0272,81.2
주암(본),2024112818,107.1658,0,12.899,17.093,371.0197,81.2
주암(본),2024112817,107.1664,0,5.637,16.776,371.0348,81.2
주암(본),2024112816,107.168,0,6.719,16.497,371.0749,81.2
주암(본),2024112815,107.1694,0,15.783,16.477,371.1101,81.2
주암(본),2024112814,107.1695,0,13.012,16.484,371.1126,81.2
주암(본),2024112813,107.17,0,20.659,16.492,371.1251,81.2
주암(본),2024112812,107.1694,0,0,16.521,371.1101,81.2
주암(본),2024112811,107.1734,0.5,0,16.52,371.2104,81.2
주암(본),2024112810,107.1771,0,56.963,16.519,371.3033,81.3
주암(본),2024112809,107.1713,1,0,16.506,371.1577,81.2
주암(본),2024112808,107.177,0,11.627,17.21,371.3008,81.3
주암(본),2024112807,107.1778,0,4.664,17.22,371.3209,81.3
주암(본),2024112806,107.1796,0,14.409,16.492,371.3661,81.3
주암(본),2024112805,107.1799,0,23.092,16.12,371.3736,81.3
주암(본),2024112804,107.1789,0,0,16.279,371.3485,81.3
주암(본),2024112803,107.1827,0,46.269,16.297,371.4439,81.3
주암(본),2024112802,107.1784,0,0,16.315,371.336,81.3
주암(본),2024112801,107.1837,0,0,16.328,371.4691,81.3
주암(본),2024112724,107.1869,0,46.541,16.541,371.5494,81.3
주암(본),2024112723,107.1826,0,0,17.143,371.4414,81.3
주암(본),2024112722,107.1896,0,46.47,17.164,371.6172,81.3
주암(본),2024112721,107.1854,0,0,16.583,371.5117,81.3
주암(본),2024112720,107.1918,0,24.91,16.549,371.6725,81.3
주암(본),2024112719,107.1906,0,3.296,16.546,371.6424,81.3
주암(본),2024112718,107.1925,0,0.492,16.548,371.6901,81.3
주암(본),2024112717,107.1948,0,25.627,16.544,371.7479,81.4
주암(본),2024112716,107.1935,0,0,16.546,371.7152,81.3
주암(본),2024112715,107.1977,0,15.863,16.557,371.8208,81.4
주암(본),2024112714,107.1978,1,34.018,16.546,371.8233,81.4
주암(본),2024112713,107.1953,1,16.567,16.567,371.7604,81.4
주암(본),2024112712,107.1953,0,19.738,16.266,371.7604,81.4
주암(본),2024112711,107.1948,1,0,17.298,371.7479,81.4
주암(본),2024112710,107.1974,1,27.09,17.312,371.8132,81.4
주암(본),2024112709,107.196,2,31.246,17.302,371.778,81.4
주암(본),2024112708,107.194,0,0,17.16,371.7278,81.3
주암(본),2024112707,107.198,1,0,16.352,371.8283,81.4
주암(본),2024112706,107.2029,0,47.772,16.355,371.9514,81.4
주암(본),2024112705,107.1984,1,0,16.173,371.8383,81.4
주암(본),2024112704,107.2033,0,18.302,16.219,371.9615,81.4
주암(본),2024112703,107.203,0,9.543,17.21,371.954,81.4
주암(본),2024112702,107.2041,0,0,17.218,371.9816,81.4
주암(본),2024112701,107.2066,0,15.45,16.839,372.0445,81.4
주암(본),2024112624,107.2068,0,6.025,16.497,372.0495,81.4
주암(본),2024112623,107.2083,0,27.584,16.417,372.0872,81.4
주암(본),2024112622,107.2067,0,0,16.408,372.047,81.4
주암(본),2024112621,107.2093,0,13.616,16.422,372.1123,81.4
주암(본),2024112620,107.2097,0,14.322,16.405,372.1224,81.4
주암(본),2024112619,107.21,0,0,16.407,372.1299,81.4
주암(본),2024112618,107.2169,0,15.721,17.11,372.3035,81.5
주암(본),2024112617,107.2171,0,50.9,17.372,372.3085,81.5
주암(본),2024112616,107.2123,0,8.017,17.1,372.1878,81.4
주암(본),2024112615,107.2136,0,0,16.646,372.2205,81.5
주암(본),2024112614,107.2161,0,6.894,16.672,372.2834,81.5
주암(본),2024112613,107.2175,0,0,16.671,372.3186,81.5
주암(본),2024112612,107.2245,0,44.662,16.69,372.4947,81.5
주암(본),2024112611,107.2205,0,15.967,16.689,372.394,81.5
주암(본),2024112610,107.2206,0,0,16.65,372.3966,81.5
주암(본),2024112609,107.2236,0,18.028,16.639,372.472,81.5
주암(본),2024112608,107.2234,1,54.388,16.638,372.467,81.5
주암(본),2024112607,107.218,3,0,16.659,372.3311,81.5
주암(본),2024112606,107.2208,2,43.902,16.652,372.4016,81.5
주암(본),2024112605,107.2169,1,0,16.649,372.3035,81.5
주암(본),2024112604,107.2205,0,8.256,16.645,372.394,81.5
주암(본),2024112603,107.2217,3,60.639,16.611,372.4242,81.5
주암(본),2024112602,107.2154,1,31.316,16.649,372.2657,81.5
주암(본),2024112601,107.2133,1,70.425,17.342,372.2129,81.5
주암(본),2024112524,107.2057,2,28.522,17.355,372.0218,81.4
주암(본),2024112523,107.2041,3,0,17.049,371.9816,81.4
주암(본),2024112522,107.208,0,0,16.527,372.0797,81.4
주암(본),2024112521,107.2118,0,6.055,16.527,372.1752,81.4
주암(본),2024112520,107.2133,0,29.775,16.525,372.2129,81.5
주암(본),2024112519,107.2114,0,28.416,16.527,372.1652,81.4
주암(본),2024112518,107.2097,0,0,16.676,372.1224,81.4
주암(본),2024112517,107.2197,0,2.762,17.429,372.3739,81.5
주암(본),2024112516,107.2218,0,24.855,17.188,372.4267,81.5
주암(본),2024112515,107.2207,0,15.559,17.642,372.3991,81.5
주암(본),2024112514,107.221,0,6.562,17.062,372.4066,81.5
주암(본),2024112513,107.2225,0,0,16.695,372.4444,81.5
주암(본),2024112512,107.2284,0,54.407,16.657,372.5928,81.5
주암(본),2024112511,107.223,0,10.43,16.736,372.4569,81.5
주암(본),2024112510,107.2239,0,0,16.776,372.4796,81.5
주암(본),2024112509,107.2276,0,0.159,16.937,372.5727,81.5
주암(본),2024112508,107.23,0,14.584,17.39,372.6331,81.5
주암(본),2024112507,107.2304,0,2.036,17.397,372.6432,81.5
주암(본),2024112506,107.2326,0,0,17.406,372.6985,81.6
주암(본),2024112505,107.236,0,16.836,16.836,372.7841,81.6
주암(본),2024112504,107.236,0,0,16.792,372.7841,81.6
주암(본),2024112503,107.2387,0,14.689,16.8,372.8521,81.6
주암(본),2024112502,107.239,0,7.04,16.818,372.8597,81.6
주암(본),2024112501,107.2404,0,0,16.823,372.8949,81.6
주암(본),2024112424,107.2449,0,11.917,16.834,373.0082,81.6
주암(본),2024112423,107.2456,0,7.076,16.854,373.0259,81.6
주암(본),2024112422,107.247,0,2.85,16.85,373.0611,81.6
주암(본),2024112421,107.249,0,0,16.852,373.1115,81.6
주암(본),2024112420,107.2516,0,30.139,16.861,373.177,81.7
주암(본),2024112419,107.2497,0,0.811,16.894,373.1292,81.7
주암(본),2024112418,107.252,0,0,17.039,373.1871,81.7
주암(본),2024112417,107.2549,0,2.884,17.578,373.2602,81.7
주암(본),2024112416,107.257,0,27.382,17.576,373.3131,81.7
주암(본),2024112415,107.2556,0,0,17.06,373.2778,81.7
주암(본),2024112414,107.259,0,14.521,16.632,373.3635,81.7
주암(본),2024112413,107.2593,0,8.951,16.645,373.3711,81.7
주암(본),2024112412,107.2604,0,0,16.661,373.3988,81.7
주암(본),2024112411,107.2629,0,16.383,17.077,373.4618,81.7
주암(본),2024112410,107.263,0,16.789,17.511,373.4643,81.7
주암(본),2024112409,107.2631,0,0.728,17.534,373.4669,81.7
주암(본),2024112408,107.2655,0,0.033,17.533,373.5274,81.7
주암(본),2024112407,107.268,0,3.348,17.348,373.5904,81.8
주암(본),2024112406,107.27,0,21.07,16.876,373.6408,81.8
주암(본),2024112405,107.2694,0,16.878,16.878,373.6257,81.8
주암(본),2024112404,107.2694,0,0,16.857,373.6257,81.8
주암(본),2024112403,107.2755,0,6.361,16.889,373.7795,81.8
주암(본),2024112402,107.277,0,9.892,16.892,373.8174,81.8
주암(본),2024112401,107.278,0,0,16.903,373.8426,81.8
주암(본),2024112324,107.281,0,30.946,16.918,373.9183,81.8
주암(본),2024112323,107.279,0,0,16.723,373.8678,81.8
주암(본),2024112322,107.2845,0,7.143,17.671,374.0066,81.8
주암(본),2024112321,107.286,0,8.538,17.649,374.0445,81.9
주암(본),2024112320,107.2873,0,19.075,17.658,374.0773,81.9
주암(본),2024112319,107.2871,0,0,16.985,374.0722,81.9
주암(본),2024112318,107.2903,0,3.393,16.726,374.153,81.9
주암(본),2024112317,107.2922,0,16.432,16.432,374.201,81.9
주암(본),2024112316,107.2922,0,4.987,17.598,374.201,81.9
주암(본),2024112315,107.294,0,10.58,17.608,374.2464,81.9
주암(본),2024112314,107.295,0,0,17.581,374.2717,81.9
주암(본),2024112313,107.2995,0,17.565,17.565,374.3853,81.9
주암(본),2024112312,107.2995,0,14.08,17.58,374.3853,81.9
주암(본),2024112311,107.3,0,3.233,17.261,374.3979,81.9
주암(본),2024112310,107.302,0,2.941,16.969,374.4484,81.9
주암(본),2024112309,107.304,0,16.975,16.975,374.4989,82
주암(본),2024112308,107.304,0,1.53,16.974,374.4989,82
주암(본),2024112307,107.3062,0,19.767,16.961,374.5545,82
주암(본),2024112306,107.3058,0,2.568,17.318,374.5444,82
주암(본),2024112305,107.3079,0,3.002,17.724,374.5975,82
주암(본),2024112304,107.31,0,0,17.714,374.6505,82
주암(본),2024112303,107.314,0,10.705,17.733,374.7516,82
주암(본),2024112302,107.315,0,9.333,17.75,374.7769,82
주암(본),2024112301,107.3162,0,0.216,17.772,374.8072,82
주암(본),2024112224,107.3187,0,14.867,16.978,374.8704,82
주암(본),2024112223,107.319,0,2.089,16.811,374.878,82
주암(본),2024112222,107.3211,0,12.586,16.808,374.931,82
주암(본),2024112221,107.3217,0,13.418,17.64,374.9462,82.1
주암(본),2024112220,107.3223,0,0,17.643,374.9614,82.1
주암(본),2024112219,107.3249,0,2.89,17.64,375.0271,82.1
주암(본),2024112218,107.327,0,9.928,17.65,375.0802,82.1
주암(본),2024112217,107.3281,0,2.833,17.583,375.108,82.1
주암(본),2024112216,107.3302,0,5.039,17.706,375.1611,82.1
주암(본),2024112215,107.332,0,22.873,17.234,375.2067,82.1
주암(본),2024112214,107.3312,0,0,17.214,375.1864,82.1
주암(본),2024112213,107.3343,0,0,17.224,375.2648,82.1
주암(본),2024112212,107.3385,0,34.089,17.228,375.3711,82.1
주암(본),2024112211,107.3361,0,0,17.404,375.3104,82.1
주암(본),2024112210,107.3391,0,0,17.976,375.3863,82.1
주암(본),2024112209,107.343,0,0,17.984,375.485,82.2
주암(본),2024112208,107.346,0,7.766,17.599,375.5609,82.2
주암(본),2024112207,107.3474,0,12.802,17.024,375.5963,82.2
주암(본),2024112206,107.348,0,14.23,17.036,375.6115,82.2
주암(본),2024112205,107.3484,0,0,17.029,375.6216,82.2
주암(본),2024112204,107.352,0,17.742,17.02,375.7128,82.2
주암(본),2024112203,107.3519,0,6.073,16.629,375.7102,82.2
주암(본),2024112202,107.3534,0,0,17.565,375.7482,82.2
주암(본),2024112201,107.357,0,8.865,18.004,375.8394,82.2
주암(본),2024112124,107.3583,0,0,17.501,375.8723,82.3
주암(본),2024112123,107.3609,0,25.773,17.329,375.9381,82.3
주암(본),2024112122,107.3597,0,8.157,17.324,375.9077,82.3
주암(본),2024112121,107.361,0,10.295,17.323,375.9407,82.3
주암(본),2024112120,107.362,0,3.241,17.324,375.966,82.3
주암(본),2024112119,107.364,0,6.079,17.329,376.0167,82.3
주암(본),2024112118,107.3656,0,14.521,17.327,376.0572,82.3
주암(본),2024112117,107.366,0,0,17.152,376.0673,82.3
주암(본),2024112116,107.3686,0,23.205,17.566,376.1332,82.3
주암(본),2024112115,107.3678,0,0,17.752,376.1129,82.3
주암(본),2024112114,107.3709,0,3.671,17.754,376.1915,82.3
주암(본),2024112113,107.3729,0,2.646,17.424,376.2422,82.3
주암(본),2024112112,107.375,0,15.536,16.925,376.2954,82.3
주암(본),2024112111,107.3752,0,11.391,17.03,376.3004,82.3
주암(본),2024112110,107.376,0,0,18.825,376.3207,82.4
주암(본),2024112109,107.379,0,1.452,16.924,376.3968,82.4
주암(본),2024112108,107.3812,0,0,16.924,376.4525,82.4
주암(본),2024112107,107.384,0,17.342,17.342,376.5235,82.4
주암(본),2024112106,107.384,0,12.249,17.888,376.5235,82.4
주암(본),2024112105,107.3848,0,16.479,17.896,376.5438,82.4
주암(본),2024112104,107.385,0,3.242,17.325,376.5489,82.4
주암(본),2024112103,107.387,0,7.997,17.164,376.5996,82.4
주암(본),2024112102,107.3883,0,12.252,17.169,376.6326,82.4
주암(본),2024112101,107.389,0,3.793,17.182,376.6503,82.4
주암(본),2024112024,107.3909,0,7.322,17.183,376.6985,82.4
주암(본),2024112023,107.3923,0,5.211,17.211,376.734,82.4
주암(본),2024112022,107.394,0,24.269,17.213,376.7772,82.5
주암(본),2024112021,107.393,0,10.159,17.215,376.7518,82.4
주암(본),2024112020,107.394,0,0,17.21,376.7772,82.5
주암(본),2024112019,107.3976,0,7.359,17.22,376.8685,82.5
주암(본),2024112018,107.399,0,12.343,17.287,376.904,82.5
주암(본),2024112017,107.3997,0,4.164,17.553,376.9218,82.5
주암(본),2024112016,107.4016,0,14.771,17.577,376.97,82.5
주암(본),2024112015,107.402,0,24.641,17.613,376.9801,82.5
주암(본),2024112014,107.401,0,0.121,17.732,376.9548,82.5
주암(본),2024112013,107.4035,0,11.439,17.772,377.0182,82.5
주암(본),2024112012,107.4044,0,0,17.549,377.041,82.5
주암(본),2024112011,107.411,0,14.926,17.037,377.2086,82.5
주암(본),2024112010,107.4113,0,0,17.045,377.2162,82.5
주암(본),2024112009,107.414,0,4.348,17.042,377.2848,82.6
주암(본),2024112008,107.4158,0,5.065,17.037,377.3305,82.6
주암(본),2024112007,107.4175,0,7.847,17.041,377.3736,82.6
주암(본),2024112006,107.4188,0,13.513,17.041,377.4067,82.6
주암(본),2024112005,107.4193,0,10.709,17.042,377.4194,82.6
주암(본),2024112004,107.4202,0,0,17.052,377.4422,82.6
주암(본),2024112003,107.4228,0,8.628,17.072,377.5083,82.6
주암(본),2024112002,107.424,0,2.953,17.092,377.5387,82.6
주암(본),2024112001,107.426,0,7.888,17.055,377.5896,82.6
주암(본),2024111924,107.4273,0,0,17.38,377.6226,82.6
주암(본),2024111923,107.4299,0,14.543,17.349,377.6887,82.7
주암(본),2024111922,107.4303,0,1.817,17.345,377.6988,82.7
주암(본),2024111921,107.4325,0,0,17.362,377.7547,82.7
주암(본),2024111920,107.4351,0,15.929,17.346,377.8208,82.7
주암(본),2024111919,107.4353,0,0,17.322,377.8259,82.7
주암(본),2024111918,107.438,0,6.696,17.307,377.8945,82.7
주암(본),2024111917,107.4395,0,7.15,17.733,377.9327,82.7
주암(본),2024111916,107.441,0,21.95,17.006,377.9708,82.7
주암(본),2024111915,107.4403,0,18.516,17.099,377.953,82.7
주암(본),2024111914,107.4401,0,10.429,16.79,377.9479,82.7
주암(본),2024111913,107.441,0,16.626,17.32,377.9708,82.7
주암(본),2024111912,107.4411,0,0,17.335,377.9733,82.7
주암(본),2024111911,107.4444,0,6.041,17.347,378.0572,82.7
주암(본),2024111910,107.446,0,0,17.33,378.0979,82.7
주암(본),2024111909,107.4488,0,15.94,17.329,378.1692,82.8
주암(본),2024111908,107.449,0,0,17.339,378.1742,82.8
주암(본),2024111907,107.452,0,0,17.35,378.2505,82.8
주암(본),2024111906,107.456,0,3.892,16.614,378.3523,82.8
주암(본),2024111905,107.4578,0,16.828,18.245,378.3981,82.8
주암(본),2024111904,107.458,0,17.796,17.796,378.4032,82.8
주암(본),2024111903,107.458,0,0,15.955,378.4032,82.8
주암(본),2024111902,107.461,0,9.776,16.859,378.4795,82.8
주암(본),2024111901,107.462,0,17.358,17.358,378.505,82.8
주암(본),2024111824,107.462,0,0,17.246,378.505,82.8
주암(본),2024111823,107.466,0,11.579,17.246,378.6068,82.9
주암(본),2024111822,107.4668,0,7.367,17.256,378.6272,82.9
주암(본),2024111821,107.4682,0,11.586,17.253,378.6628,82.9
주암(본),2024111820,107.469,0,0,17.248,378.6832,82.9
주암(본),2024111819,107.4728,0,16.535,17.257,378.7799,82.9
주암(본),2024111818,107.4729,0,16.604,17.298,378.7825,82.9
주암(본),2024111817,107.473,0,17.486,17.486,378.785,82.9
주암(본),2024111816,107.473,0,4.048,17.492,378.785,82.9
주암(본),2024111815,107.4749,0,0,17.504,378.8334,82.9
주암(본),2024111814,107.4778,0,27.465,17.548,378.9073,82.9
주암(본),2024111813,107.4764,0,17.55,17.55,378.8716,82.9
주암(본),2024111812,107.4764,0,0,17.567,378.8716,82.9
주암(본),2024111811,107.4831,0,26.769,17.575,379.0423,82.9
주암(본),2024111810,107.4818,0,9.106,17.578,379.0092,82.9
주암(본),2024111809,107.483,0,20.411,17.578,379.0397,82.9
주암(본),2024111808,107.4826,0,0,17.582,379.0295,82.9
주암(본),2024111807,107.4876,0,26.043,17.571,379.1569,83
주암(본),2024111806,107.4864,0,14.773,17.579,379.1264,83
주암(본),2024111805,107.4868,0,0,17.563,379.1365,83
주암(본),2024111804,107.4951,0,27,17.083,379.3481,83
주암(본),2024111803,107.4937,0,17.792,18.486,379.3124,83
주암(본),2024111802,107.4938,0,0,17.472,379.3149,83
주암(본),2024111801,107.4996,0,13.457,16.29,379.4628,83
주암(본),2024111724,107.5,0,0,17.1,379.473,83
주암(본),2024111723,107.5031,0,9.877,17.683,379.552,83.1
주암(본),2024111722,107.5042,0,0,17.673,379.5801,83.1
주암(본),2024111721,107.5068,0,0,17.675,379.6464,83.1
주암(본),2024111720,107.5096,0,11.304,17.693,379.7178,83.1
주암(본),2024111719,107.5105,0,0,17.679,379.7408,83.1
주암(본),2024111718,107.515,0,17.682,17.682,379.8556,83.1
주암(본),2024111717,107.515,0,20.508,17.675,379.8556,83.1
주암(본),2024111716,107.5146,0,11.177,17.538,379.8454,83.1
주암(본),2024111715,107.5155,0,5.595,18.373,379.8683,83.1
주암(본),2024111714,107.5173,0,17.772,17.772,379.9143,83.1
주암(본),2024111713,107.5173,0,5.645,17.701,379.9143,83.1
주암(본),2024111712,107.519,0,0,17.709,379.9577,83.1
주암(본),2024111711,107.5231,0,55.303,17.72,380.0623,83.2
주암(본),2024111710,107.5178,0,0,17.722,379.927,83.1
주암(본),2024111709,107.5221,0,0,17.713,380.0368,83.2
주암(본),2024111708,107.5335,0,41.824,17.713,380.3278,83.2
주암(본),2024111707,107.5301,0,21.273,17.717,380.241,83.2
주암(본),2024111706,107.5296,0,0,17.725,380.2282,83.2
주암(본),2024111705,107.5341,0,0,17.721,380.3432,83.2
주암(본),2024111704,107.538,0,22.565,17.593,380.4428,83.3
주암(본),2024111703,107.5373,0,12.549,17.521,380.4249,83.2
주암(본),2024111702,107.538,0,3.324,17.518,380.4428,83.3
주암(본),2024111701,107.54,0,6.897,17.536,380.4939,83.3
주암(본),2024111624,107.5415,0,4.077,17.549,380.5322,83.3
주암(본),2024111623,107.5434,0,11.875,17.569,380.5807,83.3
주암(본),2024111622,107.5442,0,8.35,17.572,380.6012,83.3
주암(본),2024111621,107.5455,0,6.928,17.567,380.6344,83.3
주암(본),2024111620,107.547,0,0,17.562,380.6727,83.3
주암(본),2024111619,107.5511,0,11.901,17.568,380.7775,83.3
주암(본),2024111618,107.5519,0,16.853,17.575,380.7979,83.3
주암(본),2024111617,107.552,0,3.288,17.482,380.8005,83.3
주암(본),2024111616,107.554,0,10.179,17.29,380.8516,83.3
주암(본),2024111615,107.555,0,14.918,18.474,380.8772,83.3
주암(본),2024111614,107.5555,0,24.892,18.475,380.89,83.4
주암(본),2024111613,107.5546,0,10.868,17.979,380.8669,83.3
주암(본),2024111612,107.5556,0,17.778,17.778,380.8925,83.4
주암(본),2024111611,107.5556,0,14.959,17.792,380.8925,83.4
주암(본),2024111610,107.556,0,0,17.825,380.9027,83.4
주암(본),2024111609,107.5592,0,0,17.815,380.9845,83.4
주암(본),2024111608,107.5633,0,34.153,17.82,381.0894,83.4
주암(본),2024111607,107.561,0,0,17.817,381.0306,83.4
주암(본),2024111606,107.5664,0,10.716,17.827,381.1687,83.4
주암(본),2024111605,107.5674,0,20.393,17.532,381.1943,83.4
주암(본),2024111604,107.567,0,2.182,16.404,381.184,83.4
주암(본),2024111603,107.569,0,7.7,18.367,381.2352,83.4
주암(본),2024111602,107.5705,0,14.934,18.462,381.2736,83.4
주암(본),2024111601,107.571,0,13.38,17.658,381.2863,83.4
주암(본),2024111524,107.5716,0,14.825,17.658,381.3017,83.4
주암(본),2024111523,107.572,0,3.45,17.672,381.3119,83.4
주암(본),2024111522,107.574,0,0,17.688,381.3631,83.5
주암(본),2024111521,107.5765,0,28.342,17.675,381.4271,83.5
주암(본),2024111520,107.575,0,0,17.686,381.3887,83.5
주암(본),2024111519,107.58,0,3.47,17.692,381.5166,83.5
주암(본),2024111518,107.582,0,0,17.692,381.5678,83.5
주암(본),2024111517,107.5853,0,19.838,17.699,381.6523,83.5
주암(본),2024111516,107.585,0,17.557,17.557,381.6446,83.5
주암(본),2024111515,107.585,0,0,18.283,381.6446,83.5
주암(본),2024111514,107.5876,0,15.769,18.602,381.7112,83.5
주암(본),2024111513,107.588,0,17.657,17.657,381.7214,83.5
주암(본),2024111512,107.588,0,17.704,17.704,381.7214,83.5
주암(본),2024111511,107.588,0,0,17.464,381.7214,83.5
주암(본),2024111510,107.591,0,17.484,17.484,381.7983,83.5
주암(본),2024111509,107.591,0,10.856,17.967,381.7983,83.5
주암(본),2024111508,107.592,0,13.621,18.593,381.8239,83.6
주암(본),2024111507,107.5927,0,0,18.15,381.8418,83.6
주암(본),2024111506,107.5957,0,0,17.714,381.9186,83.6
주암(본),2024111505,107.5986,0.5,16.787,17.509,381.9929,83.6
주암(본),2024111504,107.5987,0,15.568,17.707,381.9955,83.6
주암(본),2024111503,107.599,0,10.597,17.708,382.0032,83.6
주암(본),2024111502,107.6,0,12.761,17.733,382.0288,83.6
주암(본),2024111501,107.6007,0,0,17.737,382.0467,83.6
주암(본),2024111424,107.6047,0,15.614,17.753,382.1492,83.6
주암(본),2024111423,107.605,0,3.542,17.764,382.1569,83.6
주암(본),2024111422,107.607,0,15.628,17.767,382.2081,83.6
주암(본),2024111421,107.6073,0,5.649,17.76,382.2158,83.6
주암(본),2024111420,107.609,0,3.519,17.769,382.2594,83.7
주암(본),2024111419,107.611,0,8.994,18.244,382.3107,83.7
주암(본),2024111418,107.6123,0,16.224,18.363,382.344,83.7
주암(본),2024111417,107.6126,0,0,18.296,382.3517,83.7
주암(본),2024111416,107.617,0,22.723,17.723,382.4645,83.7
주암(본),2024111415,107.6163,0,0,17.392,382.4465,83.7
주암(본),2024111414,107.6197,0,22.452,17.452,382.5337,83.7
주암(본),2024111413,107.619,0,17.771,17.771,382.5157,83.7
주암(본),2024111412,107.619,0,39.135,17.774,382.5157,83.7
주암(본),2024111411,107.616,0,4.957,17.79,382.4388,83.7
주암(본),2024111410,107.6178,0,23.477,17.783,382.485,83.7
주암(본),2024111409,107.617,0,0,17.797,382.4645,83.7
주암(본),2024111408,107.6221,0,9.233,17.789,382.5952,83.7
주암(본),2024111407,107.6233,0,0,17.79,382.626,83.7
주암(본),2024111406,107.6268,0,12.822,17.794,382.7158,83.8
주암(본),2024111405,107.6275,0,0,17.8,382.7337,83.8
주암(본),2024111404,107.6316,0,0.685,17.796,382.8389,83.8
주암(본),2024111403,107.634,0,24.911,17.8,382.9005,83.8
주암(본),2024111402,107.633,0,0,17.806,382.8749,83.8
주암(본),2024111401,107.6355,0,14.973,17.834,382.939,83.8
주암(본),2024111324,107.6359,0,28.528,17.834,382.9493,83.8
주암(본),2024111323,107.6344,0,0,17.564,382.9108,83.8
주암(본),2024111322,107.6379,0,17.519,17.519,383.0006,83.8
주암(본),2024111321,107.6379,0,10.279,18.112,383.0006,83.8
주암(본),2024111320,107.639,0,11.667,18.084,383.0288,83.8
주암(본),2024111319,107.6399,0,0.229,18.785,383.0519,83.8
주암(본),2024111318,107.6425,0,0,17.931,383.1187,83.8
주암(본),2024111317,107.6462,0,17.92,16.476,383.2137,83.9
주암(본),2024111316,107.646,0,7.88,17.88,383.2085,83.9
주암(본),2024111315,107.6474,0,6.81,18.199,383.2445,83.9
주암(본),2024111314,107.649,0,6.784,18.201,383.2855,83.9
주암(본),2024111313,107.6506,0,33.212,18.24,383.3266,83.9
주암(본),2024111312,107.6485,0,28.985,18.291,383.2727,83.9
주암(본),2024111311,107.647,0,8.354,18.326,383.2342,83.9
주암(본),2024111310,107.6484,0,2.429,18.123,383.2701,83.9
주암(본),2024111309,107.6506,0,11.954,17.676,383.3266,83.9
